## opening file [/atlas/dq2/rucio/group/det-indet/20/22/group.det-indet.8685043.EXT0._000032.InDetDxAOD.pool.root]...
## importing ROOT...
## importing ROOT... [DONE]
## opening file [OK]
File:/atlas/dq2/rucio/group/det-indet/20/22/group.det-indet.8685043.EXT0._000032.InDetDxAOD.pool.root
Size:    79893.689 kb
Nbr Events: 100

================================================================================
     Mem Size       Disk Size        Size/Evt      MissZip/Mem  items  (X) Container Name (X=Tree|Branch)
       3.242 kb        2.039 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.ethad
       3.231 kb        2.042 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.asy1
       3.253 kb        2.042 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.ethad1
       4.534 kb        2.045 kb        0.020 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.HECQuality
       3.274 kb        2.052 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.etcone40
       3.264 kb        2.056 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.LHValue
       9.604 kb        2.057 kb        0.021 kb        0.000      100  (B) EventInfoAuxDyn._SCT_BSErr_Ntot
       5.239 kb        2.058 kb        0.021 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.TruthLabelDeltaR_B
       3.274 kb        2.058 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.etcone20
       3.274 kb        2.059 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.etcone30
       5.239 kb        2.062 kb        0.021 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.PartonTruthLabelID
       3.589 kb        2.065 kb        0.021 kb        0.000      100  (B) GSFTrackParticlesAuxDyn.TRTdEdxUsedHits
       3.721 kb        2.068 kb        0.021 kb        0.000      100  (B) TauJetsAuxDyn.HADLEAKET
       7.735 kb        2.070 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV0_pc
       7.735 kb        2.070 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV0_pu
       5.187 kb        2.077 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_tracksAtPVlinks
       5.593 kb        2.078 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_chi2
       3.317 kb        2.082 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.neflowisol30
       3.317 kb        2.082 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.neflowisol40
       3.317 kb        2.084 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.neflowisol20
       3.317 kb        2.084 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.topoetcone20
       3.317 kb        2.084 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.topoetcone30
       3.317 kb        2.086 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.topoetcone40
       7.735 kb        2.089 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV0_pb
       5.229 kb        2.092 kb        0.021 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostPartonsCount
       5.625 kb        2.100 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_N2Tpair
       3.360 kb        2.100 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.r33over37allcalo
       5.218 kb        2.102 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_mass
       4.642 kb        2.103 kb        0.021 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.FracSamplingMaxIndex
       4.674 kb        2.105 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_deltaeta
       4.674 kb        2.105 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_deltaphi
       3.628 kb        2.112 kb        0.021 kb        0.000      100  (B) MuonsAuxDyn.neflowisolcoreConeEnergyCorrection
       3.338 kb        2.112 kb        0.021 kb        0.000      100  (B) MuonsAuxDyn.ET_Core
       3.403 kb        2.115 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.etcone20ptCorrection
       3.403 kb        2.120 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.etcone30ptCorrection
       3.403 kb        2.122 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.etcone40ptCorrection
       4.706 kb        2.123 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_dRFlightDir
       5.657 kb        2.129 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_massUncorr
       4.588 kb        2.130 kb        0.021 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostTruthCount
       3.563 kb        2.132 kb        0.021 kb        0.000      100  (B) MuonsAuxDyn.ptconecoreTrackPtrCorrection
       5.614 kb        2.134 kb        0.021 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.TruthLabelDeltaR_B
       3.359 kb        2.135 kb        0.021 kb        0.000      100  (B) MuonsAuxDyn.ET_EMCore
       5.032 kb        2.138 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP2D_flagFromV0ofTracks
       5.032 kb        2.138 kb        0.021 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP3D_flagFromV0ofTracks
       5.614 kb        2.142 kb        0.021 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.PartonTruthLabelID
       3.446 kb        2.146 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.neflowisol20ptCorrection
       3.392 kb        2.146 kb        0.021 kb        0.000      100  (B) MuonsAuxDyn.neflowisol20
       5.239 kb        2.147 kb        0.021 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.TruthLabelDeltaR_C
       3.446 kb        2.149 kb        0.021 kb        0.000      100  (B) ElectronsAuxDyn.neflowisol30ptCorrection
       3.446 kb        2.152 kb        0.022 kb        0.000      100  (B) ElectronsAuxDyn.neflowisol40ptCorrection
       3.392 kb        2.154 kb        0.022 kb        0.000      100  (B) MuonsAuxDyn.topoetcone20
       5.261 kb        2.158 kb        0.022 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_deltaeta
       3.446 kb        2.159 kb        0.022 kb        0.000      100  (B) ElectronsAuxDyn.topoetcone40ptCorrection
       5.261 kb        2.160 kb        0.022 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_deltaphi
       3.446 kb        2.160 kb        0.022 kb        0.000      100  (B) ElectronsAuxDyn.topoetcone30ptCorrection
       3.479 kb        2.160 kb        0.022 kb        0.000      100  (B) ElectronsAuxDyn.core57cellsEnergyCorrection
       3.839 kb        2.162 kb        0.022 kb        0.000      100  (B) TauJetsAuxDyn.TAU_TRT_NHT_OVER_NLT
       3.446 kb        2.164 kb        0.022 kb        0.000      100  (B) ElectronsAuxDyn.topoetcone20ptCorrection
       3.554 kb        2.165 kb        0.022 kb        0.000      100  (B) ElectronsAuxDyn.neflowisolcoreConeEnergyCorrection
       4.588 kb        2.167 kb        0.022 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostTrackCount
       5.325 kb        2.171 kb        0.022 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_energyFraction
       5.293 kb        2.172 kb        0.022 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_dRFlightDir
       5.325 kb        2.172 kb        0.022 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_significance3d
       3.392 kb        2.174 kb        0.022 kb        0.000      100  (B) MuonsAuxDyn.topoetcone30
       3.392 kb        2.176 kb        0.022 kb        0.000      100  (B) MuonsAuxDyn.topoetcone40
       6.281 kb        2.177 kb        0.022 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_JFvertices
       3.392 kb        2.178 kb        0.022 kb        0.000      100  (B) MuonsAuxDyn.neflowisol40
       5.186 kb        2.179 kb        0.022 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.trkSum_ntrk
       3.392 kb        2.179 kb        0.022 kb        0.000      100  (B) MuonsAuxDyn.neflowisol30
       3.957 kb        2.180 kb        0.022 kb        0.000      100  (B) TauJetsAuxDyn.TAU_SEEDTRK_SECMAXSTRIPETOVERPT
       3.710 kb        2.183 kb        0.022 kb        0.000      100  (B) TauJetsAuxDyn.CORRFTRK
       4.738 kb        2.200 kb        0.022 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostTruthAssociationFraction
       5.089 kb        2.201 kb        0.022 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Tau2
       5.518 kb        2.206 kb        0.022 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ThrustMaj
       5.614 kb        2.209 kb        0.022 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.TruthLabelDeltaR_C
       3.628 kb        2.209 kb        0.022 kb        0.000      100  (B) MuonsAuxDyn.topoetconecoreConeEnergyCorrection
       3.903 kb        2.210 kb        0.022 kb        0.000      100  (B) TauJetsAuxDyn.EMFRACTIONATEMSCALE_MOVEE3
       5.089 kb        2.211 kb        0.022 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.ECF3
       4.577 kb        2.211 kb        0.022 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostPartonsPt
       3.554 kb        2.211 kb        0.022 kb        0.000      100  (B) ElectronsAuxDyn.topoetconecoreConeEnergyCorrection
       5.464 kb        2.213 kb        0.022 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Tau3
       7.951 kb        2.219 kb        0.022 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MultiSVbb1_discriminant
       7.951 kb        2.219 kb        0.022 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MultiSVbb2_discriminant
       4.545 kb        2.221 kb        0.022 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.BchCorrCell
       5.518 kb        2.223 kb        0.022 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ThrustMin
       5.604 kb        2.223 kb        0.022 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostPartonsCount
       4.663 kb        2.223 kb        0.022 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostAntiKt2TrackJetPt
       5.110 kb        2.224 kb        0.022 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.ZCut23
       5.207 kb        2.226 kb        0.022 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostTruthCount
       5.121 kb        2.226 kb        0.022 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Split23
       5.132 kb        2.226 kb        0.022 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Tau2_wta
       5.485 kb        2.226 kb        0.022 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ZCut34
       3.785 kb        2.228 kb        0.022 kb        0.000      100  (B) TauJetsAuxDyn.TAU_ABSDELTAPHI
       5.496 kb        2.229 kb        0.022 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Split34
       3.521 kb        2.230 kb        0.022 kb        0.000      100  (B) MuonsAuxDyn.coreMuonEnergyCorrection
       3.785 kb        2.236 kb        0.022 kb        0.000      100  (B) TauJetsAuxDyn.TAU_ABSDELTAETA
      24.594 kb        2.236 kb        0.022 kb        0.000        1  (B) _TRIGGER_LVL1_Prescales
       5.507 kb        2.241 kb        0.022 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Tau3_wta
       4.663 kb        2.248 kb        0.022 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostAntiKt3TrackJetPt
       3.817 kb        2.249 kb        0.022 kb        0.000      100  (B) TauJetsAuxDyn.ABS_ETA_LEAD_TRACK
       4.663 kb        2.250 kb        0.022 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostAntiKt4TrackJetPt
       6.484 kb        2.255 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_tracksAtPVlinks
       5.561 kb        2.258 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.trkSum_ntrk
       5.593 kb        2.262 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_mass
       5.893 kb        2.267 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP2D_gradeOfTracks
       5.893 kb        2.267 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP3D_gradeOfTracks
       5.164 kb        2.270 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SMT_mu_z0
       6.729 kb        2.272 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.Muons
       4.588 kb        2.276 kb        0.023 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.N90Constituents
       3.585 kb        2.281 kb        0.023 kb        0.000      100  (B) MuonsAuxDyn.etconecoreConeEnergyCorrection
       8.621 kb        2.296 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_pc
       8.621 kb        2.296 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_pu
       5.539 kb        2.302 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SMT_mu_z0
       5.636 kb        2.307 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_deltaphi
       5.636 kb        2.310 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_deltaeta
       8.621 kb        2.311 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_pb
       5.132 kb        2.313 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SMT_dR
       6.212 kb        2.314 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP2D_flagFromV0ofTracks
       6.212 kb        2.314 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP3D_flagFromV0ofTracks
       5.700 kb        2.315 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_energyFraction
       5.668 kb        2.317 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_dRFlightDir
       5.700 kb        2.324 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_significance3d
       4.502 kb        2.330 kb        0.023 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.HECFrac
       5.164 kb        2.336 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SMT_mu_pt
      23.872 kb        2.342 kb        0.023 kb        0.497        1  (B) CutBookkeepersAux.
       5.164 kb        2.344 kb        0.023 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SMT_pTrel
       5.507 kb        2.352 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SMT_dR
       5.164 kb        2.355 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SMT_mu_d0
       5.229 kb        2.365 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SMT_qOverPratio
       5.207 kb        2.366 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SMT_ID_qOverP
       5.539 kb        2.367 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SMT_mu_pt
       5.539 kb        2.378 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SMT_pTrel
       5.539 kb        2.389 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SMT_mu_d0
       5.582 kb        2.392 kb        0.024 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostTruthCount
       4.566 kb        2.395 kb        0.024 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.LArBadHVNCell
       5.604 kb        2.396 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SMT_qOverPratio
       6.711 kb        2.397 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP2D_flagFromV0ofTracks
       6.711 kb        2.397 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP3D_flagFromV0ofTracks
       5.582 kb        2.400 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SMT_ID_qOverP
       5.239 kb        2.402 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SMT_mombalsignif
       4.588 kb        2.402 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.trkSum_SPt
      25.311 kb        2.415 kb        0.024 kb        0.497        1  (B) IncompleteCutBookkeepersAux.
       5.271 kb        2.416 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SMT_scatneighsignif
       5.614 kb        2.434 kb        0.024 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SMT_mombalsignif
       4.459 kb        2.437 kb        0.024 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Jvt
       5.646 kb        2.455 kb        0.025 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SMT_scatneighsignif
       4.491 kb        2.472 kb        0.025 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JvtRpt
       7.529 kb        2.511 kb        0.025 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostAntiKt4TrackJet
       9.361 kb        2.518 kb        0.025 kb        0.000      100  (B) EventInfoAuxDyn.streamTagDets
       7.666 kb        2.524 kb        0.025 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostAntiKt3TrackJet
       5.196 kb        2.538 kb        0.025 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostPartonsPt
       4.534 kb        2.560 kb        0.026 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JvtJvfcorr
       3.753 kb        2.566 kb        0.026 kb        0.000      100  (B) TauJetsAuxDyn.CORRCENTFRAC
       4.534 kb        2.597 kb        0.026 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ActiveArea
       5.143 kb        2.604 kb        0.026 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.DipExcl12
       9.006 kb        2.622 kb        0.026 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MultiSVbb1_discriminant
       9.006 kb        2.622 kb        0.026 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MultiSVbb2_discriminant
       7.375 kb        2.664 kb        0.027 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_tracksAtPVlinks
       4.588 kb        2.712 kb        0.027 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.trkSum_VPt
       8.120 kb        2.718 kb        0.027 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostAntiKt2TrackJet
       4.599 kb        2.744 kb        0.027 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.trkSum_VEta
       4.534 kb        2.772 kb        0.028 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.LArQuality
       5.571 kb        2.825 kb        0.028 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostPartonsPt
       5.153 kb        2.830 kb        0.028 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.PlanarFlow
       5.464 kb        2.848 kb        0.028 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Tau2
       5.485 kb        2.870 kb        0.029 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ZCut23
       5.496 kb        2.873 kb        0.029 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Split23
       5.507 kb        2.880 kb        0.029 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Tau2_wta
       5.153 kb        2.882 kb        0.029 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Aplanarity
       5.464 kb        2.882 kb        0.029 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ECF3
       8.836 kb        2.927 kb        0.029 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_JFvertices
       7.725 kb        2.995 kb        0.030 kb        0.000      100  (B) MuonsAuxDyn.rpcHitPositionX
       7.725 kb        2.997 kb        0.030 kb        0.000      100  (B) MuonsAuxDyn.rpcHitPositionZ
       7.725 kb        3.004 kb        0.030 kb        0.000      100  (B) MuonsAuxDyn.rpcHitPositionY
       5.914 kb        3.009 kb        0.030 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP2D_weightCofTracks
       5.914 kb        3.018 kb        0.030 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP2D_weightBofTracks
       5.914 kb        3.025 kb        0.030 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP2D_weightUofTracks
       5.089 kb        3.064 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Mu12
       5.089 kb        3.068 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.KtDR
       5.153 kb        3.073 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Sphericity
       5.089 kb        3.074 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Tau1
       4.556 kb        3.092 kb        0.031 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostTrackPt
       4.491 kb        3.094 kb        0.031 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Charge
       5.089 kb        3.101 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.ECF2
       5.110 kb        3.103 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.ZCut12
       5.132 kb        3.104 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Tau1_wta
       5.121 kb        3.104 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Split12
       5.164 kb        3.111 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.FoxWolfram0
      10.186 kb        3.118 kb        0.031 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.Muons
       4.470 kb        3.120 kb        0.031 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Tau3
       5.164 kb        3.126 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.FoxWolfram2
       4.523 kb        3.135 kb        0.031 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ThrustMaj
       5.164 kb        3.136 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.FoxWolfram4
       5.164 kb        3.137 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.FoxWolfram1
       4.491 kb        3.137 kb        0.031 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ZCut34
       4.609 kb        3.142 kb        0.031 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.OotFracClusters10
       5.153 kb        3.146 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Angularity
       5.164 kb        3.148 kb        0.031 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.FoxWolfram3
       4.502 kb        3.153 kb        0.032 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Split34
       4.513 kb        3.153 kb        0.032 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Tau3_wta
       4.523 kb        3.166 kb        0.032 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ThrustMin
       5.914 kb        3.167 kb        0.032 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP3D_weightBofTracks
      10.643 kb        3.170 kb        0.032 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.Muons
       5.132 kb        3.176 kb        0.032 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.WidthPhi
       5.914 kb        3.179 kb        0.032 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP3D_weightCofTracks
       5.977 kb        3.179 kb        0.032 kb        0.000      100  (B) GSFTrackParticlesAuxDyn.truthMatchProbability
       9.401 kb        3.181 kb        0.032 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP2D_gradeOfTracks
       9.401 kb        3.181 kb        0.032 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP3D_gradeOfTracks
       5.914 kb        3.187 kb        0.032 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP3D_weightUofTracks
       5.196 kb        3.188 kb        0.032 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.IsoDelta2SumPt
       4.470 kb        3.197 kb        0.032 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Tau2
       4.491 kb        3.205 kb        0.032 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ZCut23
       4.470 kb        3.216 kb        0.032 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ECF3
       4.502 kb        3.223 kb        0.032 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Split23
       4.513 kb        3.224 kb        0.032 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Tau2_wta
       4.577 kb        3.225 kb        0.032 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.IsoDelta3SumPt
       9.774 kb        3.227 kb        0.032 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostMuonSegment
      10.181 kb        3.233 kb        0.032 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_JFvertices
       4.556 kb        3.238 kb        0.032 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostTruthPt
       4.545 kb        3.251 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.FoxWolfram0
       6.447 kb        3.251 kb        0.033 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MV2m_pu
       5.518 kb        3.259 kb        0.033 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.DipExcl12
       4.599 kb        3.261 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.OotFracClusters5
       4.470 kb        3.296 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.KtDR
       4.523 kb        3.297 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.DipExcl12
       4.545 kb        3.302 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.FoxWolfram1
       4.534 kb        3.313 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.PlanarFlow
       4.545 kb        3.316 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.FoxWolfram2
       4.470 kb        3.326 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Tau1
