## opening file [/atlas/dq2/rucio/group/det-indet/20/22/group.det-indet.8685043.EXT0._000032.InDetDxAOD.pool.root]...
## importing ROOT...
## importing ROOT... [DONE]
## opening file [OK]
File:/atlas/dq2/rucio/group/det-indet/20/22/group.det-indet.8685043.EXT0._000032.InDetDxAOD.pool.root
Size:    79893.689 kb
Nbr Events: 100

================================================================================
     Mem Size       Disk Size        Size/Evt      MissZip/Mem  items  (X) Container Name (X=Tree|Branch)
       5.186 kb        1.784 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MSV_N2Tpair
       4.609 kb        1.784 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MSV_normdist
       5.196 kb        1.785 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV1_NGTinSvx
       4.696 kb        1.785 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MSV_badTracksIP
       5.561 kb        1.786 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.SizeParameter
       5.561 kb        1.790 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_masssvx
       3.489 kb        1.790 kb        0.018 kb        0.000      100  (B) ElectronsAuxDyn.ptconecoreTrackPtrCorrection
       5.239 kb        1.791 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostBHadronsFinal
       5.239 kb        1.791 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostCHadronsFinal
       5.196 kb        1.791 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV1_normdist
       4.706 kb        1.792 kb        0.018 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.HadronConeExclTruthLabelID
       5.550 kb        1.794 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostWBosons
       5.550 kb        1.794 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostZBosons
       5.550 kb        1.794 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.JetGhostArea
       5.550 kb        1.794 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostHBosons
       5.229 kb        1.794 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV1_dstToMatLay
       5.250 kb        1.796 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostTQuarksFinalPt
       5.250 kb        1.796 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostTausFinalCount
       5.571 kb        1.796 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_efracsvx
       3.350 kb        1.796 kb        0.018 kb        0.000      100  (B) ElectronsAuxDyn.isEMMultiLepton
       5.261 kb        1.798 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV0_energyTrkInJet
       5.224 kb        1.798 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV0_vertices
       5.561 kb        1.803 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_masssvx
       5.261 kb        1.805 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostBHadronsFinalPt
       5.261 kb        1.805 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostBHadronsInitial
       5.261 kb        1.805 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostCHadronsFinalPt
       5.261 kb        1.805 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostCHadronsInitial
       5.571 kb        1.806 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostTausFinal
       5.571 kb        1.806 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostWBosonsPt
       5.571 kb        1.806 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostZBosonsPt
       5.571 kb        1.806 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostHBosonsPt
       5.561 kb        1.807 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_N2Tpair
       5.271 kb        1.808 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.ConeExclBHadronsFinal
       5.271 kb        1.808 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.ConeExclCHadronsFinal
       5.571 kb        1.809 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_efracsvx
       4.577 kb        1.811 kb        0.018 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.IsoDelta2SumPt
       5.261 kb        1.812 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV1_energyTrkInJet
       4.577 kb        1.812 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SMT_mu_z0
       5.571 kb        1.812 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_NGTinSvx
       4.717 kb        1.812 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_nTracksAtVtx
       5.250 kb        1.814 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostBQuarksFinalPt
       5.250 kb        1.814 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostCQuarksFinalPt
       5.614 kb        1.814 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.TruthLabelDeltaR_T
       5.196 kb        1.814 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MSV_normdist
       5.561 kb        1.814 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_N2Tpair
       4.674 kb        1.814 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV1_significance3d
       5.283 kb        1.816 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MSV_badTracksIP
       5.604 kb        1.816 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_dstToMatLay
       5.571 kb        1.816 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_normdist
       5.282 kb        1.817 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostBHadronsInitialPt
       5.282 kb        1.817 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostCHadronsInitialPt
       5.282 kb        1.817 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostTQuarksFinalCount
       5.550 kb        1.817 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_deltaR
       4.751 kb        1.817 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV1_badTracksIP
       5.218 kb        1.818 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.ConeTruthLabelID
       4.691 kb        1.818 kb        0.018 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostBQuarksFinal
       5.593 kb        1.819 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostTausFinalPt
       5.571 kb        1.819 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_NGTinSvx
       5.539 kb        1.819 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MSV_nvsec
       4.545 kb        1.819 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SMT_dR
       5.282 kb        1.822 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostCQuarksFinalCount
       5.293 kb        1.823 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostBHadronsFinalCount
       5.293 kb        1.823 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostCHadronsFinalCount
       4.674 kb        1.824 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MSV_energyTrkInJet
       4.577 kb        1.828 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SMT_pTrel
       4.577 kb        1.828 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SMT_mu_pt
       5.604 kb        1.829 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostWBosonsCount
       5.604 kb        1.829 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostZBosonsCount
       5.604 kb        1.829 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ConeExclTausFinal
       5.604 kb        1.829 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostHBosonsCount
       5.604 kb        1.829 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostTQuarksFinal
       4.746 kb        1.829 kb        0.018 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostCQuarksFinal
       5.604 kb        1.829 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_badTracksIP
       5.571 kb        1.829 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_normdist
       5.282 kb        1.830 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostBQuarksFinalCount
       5.261 kb        1.830 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV1_significance3d
       5.604 kb        1.830 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_dstToMatLay
       3.296 kb        1.830 kb        0.018 kb        0.000      100  (B) ElectronsAuxDyn.isEMMedium
       5.561 kb        1.831 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MSV_N2Tpair
       5.218 kb        1.832 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_nVTX
       4.631 kb        1.833 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_chi2
       4.577 kb        1.833 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SMT_mu_d0
       5.614 kb        1.835 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostBHadronsFinal
       5.614 kb        1.835 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostCHadronsFinal
       5.314 kb        1.838 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostBHadronsInitialCount
       5.314 kb        1.838 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostCHadronsInitialCount
       5.625 kb        1.839 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostTQuarksFinalPt
       5.625 kb        1.839 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostTausFinalCount
       5.636 kb        1.839 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_energyTrkInJet
       5.599 kb        1.840 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_vertices
       4.854 kb        1.842 kb        0.018 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV0_TrackParticleLinks
       5.283 kb        1.846 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostBQuarksFinal
       5.338 kb        1.847 kb        0.018 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostCQuarksFinal
       5.636 kb        1.849 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostBHadronsFinalPt
       5.636 kb        1.849 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostBHadronsInitial
       5.636 kb        1.849 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostCHadronsFinalPt
       5.636 kb        1.849 kb        0.018 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostCHadronsInitial
       5.338 kb        1.851 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV1_badTracksIP
       5.636 kb        1.851 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_energyTrkInJet
       5.089 kb        1.853 kb        0.019 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Tau3
       4.801 kb        1.854 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_tracksAtPVchi2
       5.646 kb        1.854 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ConeExclBHadronsFinal
       5.646 kb        1.854 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ConeExclCHadronsFinal
       4.728 kb        1.855 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_nSingleTracks
       4.620 kb        1.857 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SMT_ID_qOverP
       5.261 kb        1.858 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MSV_energyTrkInJet
       5.593 kb        1.859 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ConeTruthLabelID
       5.658 kb        1.859 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MSV_badTracksIP
       5.869 kb        1.859 kb        0.019 kb        0.000      100  (B) GSFTrackParticlesAuxDyn.truthOrigin
       4.790 kb        1.860 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_tracksAtPVndf
       5.657 kb        1.861 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostBHadronsInitialPt
       5.657 kb        1.861 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostCHadronsInitialPt
       5.657 kb        1.861 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostTQuarksFinalCount
       5.625 kb        1.863 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostBQuarksFinalPt
       4.642 kb        1.864 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SMT_qOverPratio
       5.143 kb        1.866 kb        0.019 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.ThrustMaj
       5.110 kb        1.868 kb        0.019 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.ZCut34
       5.668 kb        1.868 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostBHadronsFinalCount
       5.668 kb        1.868 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostCHadronsFinalCount
       5.306 kb        1.868 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV1_vertices
       5.143 kb        1.869 kb        0.019 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.ThrustMin
       4.620 kb        1.870 kb        0.019 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.TruthLabelDeltaR_B
       5.636 kb        1.871 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_significance3d
       5.657 kb        1.874 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostBQuarksFinalCount
       5.571 kb        1.874 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MSV_normdist
       5.657 kb        1.877 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostCQuarksFinalCount
       5.218 kb        1.877 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_ndof
       5.121 kb        1.878 kb        0.019 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Split34
       5.132 kb        1.878 kb        0.019 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Tau3_wta
       4.599 kb        1.879 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV0_masssvx
       4.652 kb        1.879 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SMT_mombalsignif
       5.689 kb        1.880 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostBHadronsInitialCount
       5.689 kb        1.880 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostCHadronsInitialCount
       5.440 kb        1.880 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV0_TrackParticleLinks
       5.625 kb        1.881 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostCQuarksFinalPt
       5.593 kb        1.881 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_nVTX
       4.695 kb        1.882 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_massUncorr
       6.436 kb        1.888 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV0_pc
       6.436 kb        1.888 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV0_pu
       5.304 kb        1.889 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_nTracksAtVtx
       4.609 kb        1.889 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV0_efracsvx
       5.653 kb        1.890 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_vertices
       5.713 kb        1.891 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_badTracksIP
       4.773 kb        1.891 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV1_vertices
       4.652 kb        1.893 kb        0.019 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostMuonSegmentCount
       4.599 kb        1.895 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV0_N2Tpair
       4.685 kb        1.897 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SMT_scatneighsignif
       4.631 kb        1.899 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_mass
       4.609 kb        1.900 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV0_NGTinSvx
       6.436 kb        1.901 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV0_pb
       3.285 kb        1.905 kb        0.019 kb        0.000      100  (B) ElectronsAuxDyn.isEMTight
       4.599 kb        1.907 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV1_masssvx
       4.599 kb        1.908 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV1_N2Tpair
       4.642 kb        1.911 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV0_dstToMatLay
       4.609 kb        1.914 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV1_NGTinSvx
       5.593 kb        1.916 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_ndof
       4.609 kb        1.916 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV1_efracsvx
       4.965 kb        1.922 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MSV_vertices
       3.231 kb        1.923 kb        0.019 kb        0.000      100  (B) ElectronsAuxDyn.e011
       3.231 kb        1.925 kb        0.019 kb        0.000      100  (B) ElectronsAuxDyn.e033
       5.636 kb        1.926 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MSV_energyTrkInJet
       5.815 kb        1.927 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV0_TrackParticleLinks
       4.674 kb        1.928 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV0_energyTrkInJet
       4.663 kb        1.930 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_N2Tpair
       5.848 kb        1.930 kb        0.019 kb        0.000      100  (B) GSFTrackParticlesAuxDyn.truthType
       3.381 kb        1.933 kb        0.019 kb        0.000      100  (B) MuonsAuxDyn.ET_TileCore
       4.642 kb        1.938 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV1_dstToMatLay
       5.679 kb        1.939 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_nTracksAtVtx
       4.620 kb        1.941 kb        0.019 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.PartonTruthLabelID
       4.695 kb        1.945 kb        0.019 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostAntiKt4TrackJetCount
       5.713 kb        1.946 kb        0.019 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostBQuarksFinal
       5.314 kb        1.949 kb        0.019 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_nSingleTracks
       4.620 kb        1.953 kb        0.020 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.TruthLabelDeltaR_C
       4.695 kb        1.953 kb        0.020 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostAntiKt2TrackJetCount
       5.442 kb        1.953 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MSV_vertices
       4.738 kb        1.954 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_energyFraction
       4.480 kb        1.956 kb        0.020 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Dip12
       4.674 kb        1.956 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV1_energyTrkInJet
       5.795 kb        1.962 kb        0.020 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostCQuarksFinal
       5.489 kb        1.962 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_tracksAtPVchi2
       4.738 kb        1.962 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_significance3d
       4.695 kb        1.963 kb        0.020 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostAntiKt3TrackJetCount
       5.479 kb        1.965 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_tracksAtPVndf
       4.609 kb        1.972 kb        0.020 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostPartonsCount
       5.604 kb        1.974 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SV1_TrackParticleLinks
       5.325 kb        1.975 kb        0.020 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.HadronConeExclTruthLabelID
       3.264 kb        1.988 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.widths1
       5.925 kb        1.992 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SV1_TrackParticleLinks
       5.899 kb        1.995 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_tracksAtPVchi2
       5.218 kb        2.001 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_chi2
       3.242 kb        2.001 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e2ts1
       3.231 kb        2.002 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e132
       5.689 kb        2.003 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_nSingleTracks
       5.899 kb        2.003 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MSV_vertices
       3.253 kb        2.003 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.poscs1
       5.889 kb        2.004 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_tracksAtPVndf
       3.231 kb        2.007 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e255
       3.231 kb        2.008 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e237
       3.242 kb        2.012 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e1152
       3.231 kb        2.012 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e233
       3.253 kb        2.012 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.emaxs1
       3.231 kb        2.013 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e235
       5.700 kb        2.014 kb        0.020 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.HadronConeExclTruthLabelID
       3.264 kb        2.015 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e2tsts1
       3.253 kb        2.016 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.emins1
       3.242 kb        2.018 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.ecore
       5.250 kb        2.021 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_N2Tpair
       5.264 kb        2.022 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SV1_TrackParticleLinks
       3.253 kb        2.022 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.poscs2
       3.231 kb        2.027 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.pos7
       3.231 kb        2.027 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e337
       3.221 kb        2.030 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.pos
       3.231 kb        2.030 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e377
       5.282 kb        2.031 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_massUncorr
       6.635 kb        2.033 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MultiSVbb1_discriminant
       6.635 kb        2.033 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MultiSVbb2_discriminant
       3.253 kb        2.034 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.barys1
       3.231 kb        2.035 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e335
       4.599 kb        2.037 kb        0.020 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.trkSum_ntrk
       3.231 kb        2.037 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.e333
       3.242 kb        2.037 kb        0.020 kb        0.000      100  (B) ElectronsAuxDyn.ehad1
